mode,area,policy,repeat_count,ci95_method,finished_n,finished_mean,finished_std,finished_ci95_margin,finished_ci95_low,finished_ci95_high,flight_energy_per_req_n,flight_energy_per_req_mean,flight_energy_per_req_std,flight_energy_per_req_ci95_margin,flight_energy_per_req_ci95_low,flight_energy_per_req_ci95_high,nonflight_energy_per_req_n,nonflight_energy_per_req_mean,nonflight_energy_per_req_std,nonflight_energy_per_req_ci95_margin,nonflight_energy_per_req_ci95_low,nonflight_energy_per_req_ci95_high,avg_time_n,avg_time_mean,avg_time_std,avg_time_ci95_margin,avg_time_ci95_low,avg_time_ci95_high,avg_travel_n,avg_travel_mean,avg_travel_std,avg_travel_ci95_margin,avg_travel_ci95_low,avg_travel_ci95_high,encodes_n,encodes_mean,encodes_std,encodes_ci95_margin,encodes_ci95_low,encodes_ci95_high,decodes_n,decodes_mean,decodes_std,decodes_ci95_margin,decodes_ci95_low,decodes_ci95_high,semantic_quality_n,semantic_quality_mean,semantic_quality_std,semantic_quality_ci95_margin,semantic_quality_ci95_low,semantic_quality_ci95_high,semantic_payload_ratio_n,semantic_payload_ratio_mean,semantic_payload_ratio_std,semantic_payload_ratio_ci95_margin,semantic_payload_ratio_ci95_low,semantic_payload_ratio_ci95_high,sinr_median_db_n,sinr_median_db_mean,sinr_median_db_std,sinr_median_db_ci95_margin,sinr_median_db_ci95_low,sinr_median_db_ci95_high,mode_adaptive_semantic_count_n,mode_adaptive_semantic_count_mean,mode_adaptive_semantic_count_std,mode_adaptive_semantic_count_ci95_margin,mode_adaptive_semantic_count_ci95_low,mode_adaptive_semantic_count_ci95_high,mode_emergency_count_n,mode_emergency_count_mean,mode_emergency_count_std,mode_emergency_count_ci95_margin,mode_emergency_count_ci95_low,mode_emergency_count_ci95_high,mode_fixed_count_n,mode_fixed_count_mean,mode_fixed_count_std,mode_fixed_count_ci95_margin,mode_fixed_count_ci95_low,mode_fixed_count_ci95_high,mode_fixed_paper_like_count_n,mode_fixed_paper_like_count_mean,mode_fixed_paper_like_count_std,mode_fixed_paper_like_count_ci95_margin,mode_fixed_paper_like_count_ci95_low,mode_fixed_paper_like_count_ci95_high,mode_high_count_n,mode_high_count_mean,mode_high_count_std,mode_high_count_ci95_margin,mode_high_count_ci95_low,mode_high_count_ci95_high,mode_low_count_n,mode_low_count_mean,mode_low_count_std,mode_low_count_ci95_margin,mode_low_count_ci95_low,mode_low_count_ci95_high,mode_medium_count_n,mode_medium_count_mean,mode_medium_count_std,mode_medium_count_ci95_margin,mode_medium_count_ci95_low,mode_medium_count_ci95_high,mode_paper_like_count_n,mode_paper_like_count_mean,mode_paper_like_count_std,mode_paper_like_count_ci95_margin,mode_paper_like_count_ci95_low,mode_paper_like_count_ci95_high,mode_raw_count_n,mode_raw_count_mean,mode_raw_count_std,mode_raw_count_ci95_margin,mode_raw_count_ci95_low,mode_raw_count_ci95_high
adaptive_semantic,100,Greedy,10,two-sided Student t; n=1 uses zero-width descriptive interval,10,200.0,9.899494936611665,7.081180071146334,192.91881992885368,207.08118007114632,10,1708.112795099656,359.704039336978,257.2988916276632,1450.813903471993,1965.4116867273192,10,0.8638594420328862,0.3045142758889526,0.21782125609556185,0.6460381859373243,1.0816806981284481,10,7.72263277037799,1.5598707785351063,1.1157868094538337,6.606845960924156,8.838419579831823,10,15.749786356130224,1.2760839462297975,0.9127920431307434,14.836994312999481,16.66257839926097,10,189.7,8.60297106301719,6.153767200666596,183.54623279933338,195.8537672006666,10,0.0,0.0,0.0,0.0,0.0,10,0.34106120582235766,0.012411726259003011,0.00887819724102592,0.33218300858133176,0.34993940306338356,10,0.11724901265231728,0.020012686277610863,0.014315218720403375,0.1029337939319139,0.13156423137272066,10,-10.84507760419222,2.3603021119634238,1.6883411107476827,-12.533418714939902,-9.156736493444537,10,0.0,0.0,0.0,0.0,0.0,10,73.3,12.083505745896392,8.643418742604108,64.65658125739589,81.94341874260411,10,0.0,0.0,0.0,0.0,0.0,0,,,,,,10,50.4,11.067469850371804,7.916640944238913,42.483359055761085,58.31664094423891,10,66.0,7.363574011458174,5.26721755768641,60.73278244231359,71.26721755768641,10,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,10,10.3,3.8311588035185618,2.740455502284246,7.559544497715755,13.040455502284246
adaptive_semantic,100,LinUCB,10,two-sided Student t; n=1 uses zero-width descriptive interval,10,136.5,17.089632984811452,12.224337634407846,124.27566236559215,148.72433763440785,10,5405.519035507004,1617.4499506489437,1156.9736062244135,4248.545429282591,6562.492641731418,10,3.148774420812578,1.40847843610031,1.0074947758664745,2.1412796449461036,4.156269196679053,10,23.96706049070631,7.095978762760882,5.075804747806508,18.8912557428998,29.042865238512817,10,78.94996973253998,5.782732818126384,4.1364304594003904,74.8135392731396,83.08640019194037,10,115.8,12.372011423639515,8.849788933076313,106.95021106692369,124.64978893307631,10,51.2,8.560892995995738,6.12366845608088,45.076331543919125,57.32366845608088,10,0.4082581784407582,0.03366988445646441,0.024084311001478342,0.38417386743927984,0.4323424894422365,10,0.17656848874443204,0.04831232234277108,0.034558152345651176,0.14201033639878086,0.21112664109008322,10,-18.806062921433305,2.2737206581571314,1.6264087728708734,-20.43247169430418,-17.17965414856243,10,0.0,0.0,0.0,0.0,0.0,10,88.7,9.499122766515512,6.7947909725023905,81.90520902749762,95.49479097250239,10,0.0,0.0,0.0,0.0,0.0,0,,,,,,10,1.1,0.31622776601683794,0.22619999999999998,0.8738000000000001,1.3262,10,26.0,10.770329614269007,7.7040943919451035,18.295905608054895,33.704094391945105,10,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,10,20.7,8.11103500725332,5.8018817947283265,14.898118205271672,26.501881794728327
adaptive_semantic,100,MCTS,10,two-sided Student t; n=1 uses zero-width descriptive interval,10,190.1,13.868028779254182,9.919900928940772,180.18009907105923,200.01990092894076,10,2571.6295758075785,448.5418315804376,320.8452046494001,2250.784371158178,2892.474780456979,10,1.2240246652585207,0.3733538691784703,0.26706271328392206,0.9569619519745987,1.4910873785424428,10,11.51537400040923,1.9688100590047501,1.4083040238887863,10.107069976520442,12.923678024298017,10,38.46184643159062,3.0174718735233474,2.158419377236589,36.30342705435403,40.62026580882721,10,168.3,14.530045499661115,10.393446260023667,157.90655373997635,178.69344626002368,10,68.2,8.403702887550358,6.0112292386832165,62.18877076131679,74.21122923868322,10,0.3848358603378368,0.0290982877300952,0.020814214916842773,0.364021645420994,0.40565007525467955,10,0.15363685558115758,0.04207122828885434,0.03009385279100423,0.12354300279015334,0.18373070837216182,10,-14.810460007092965,1.584891808941647,1.1336845328234448,-15.94414453991641,-13.67677547426952,10,0.0,0.0,0.0,0.0,0.0,10,93.1,14.379383389654324,10.28567656695465,82.81432343304535,103.38567656695464,10,0.0,0.0,0.0,0.0,0.0,0,,,,,,10,10.5,3.4399612400917157,2.4606290659097727,8.039370934090227,12.960629065909773,10,64.7,7.1499805749541885,5.114432633244865,59.585567366755136,69.81443263324486,10,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,10,21.8,8.189424074174365,5.857954059225797,15.942045940774204,27.657954059225798
adaptive_semantic,100,SA,10,two-sided Student t; n=1 uses zero-width descriptive interval,10,56.9,8.252272414311102,5.902909929856628,50.99709007014337,62.802909929856625,10,16797.224209212476,4351.052614793142,3112.3392922233256,13684.884916989151,19909.5635014358,10,12.969747509910508,3.7794659385955947,2.7034792234683227,10.266268286442186,15.673226733378831,10,73.45686360946756,19.01224776678419,13.599597843718739,59.85726576574882,87.0564614531863,10,82.9401544810476,3.9501126803835747,2.825544067674273,80.11461041337333,85.76569854872187,10,35.6,4.1952353926806065,3.000882110313566,32.59911788968643,38.60088211031357,10,17.0,3.6514837167011076,2.6119326178138667,14.388067382186133,19.611932617813867,10,0.5623634725648811,0.03941903452490624,0.02819671947800756,0.5341667530868734,0.5905601920428887,10,0.3906757411900106,0.05515052561224198,0.03944956842538895,0.35122617276462165,0.4301253096153995,10,-20.51345222375188,2.26582297392302,1.620759502421735,-22.134211726173614,-18.892692721330146,10,0.0,0.0,0.0,0.0,0.0,10,27.9,3.6040101122068027,2.5779744063896364,25.322025593610363,30.477974406389635,10,0.0,0.0,0.0,0.0,0.0,0,,,,,,10,0.3,0.6749485577105528,0.48279556750243674,-0.18279556750243675,0.7827955675024367,10,7.4,4.141926551202418,2.9627499118217857,4.437250088178215,10.362749911821787,10,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,10,21.3,5.735852159879995,4.102896386700498,17.197103613299504,25.402896386700498
adaptive_semantic,100,Stochastic,10,two-sided Student t; n=1 uses zero-width descriptive interval,10,35.4,8.113089560840693,5.8033514317159876,29.59664856828401,41.20335143171599,10,27932.879277016502,9101.77495932394,6510.565222439862,21422.31405457664,34443.44449945637,10,22.556156250753702,7.902275203768862,5.6525544028203365,16.903601847933366,28.208710653574038,10,121.81024134862969,39.53764838816022,28.28156482921123,93.52867651941845,150.0918061778409,10,85.475444940932,9.663480667647075,6.912357363664829,78.56308757726717,92.38780230459682,10,10.8,4.1311822359545785,2.955064425693626,7.8449355743063744,13.755064425693627,10,5.4,1.9550504398153574,1.3984616691207519,4.0015383308792485,6.798461669120752,10,0.7912499225789718,0.057864917346113286,0.04139119239451567,0.749858730184456,0.8326411149734875,10,0.7098216442577442,0.08086562156208722,0.057843761880068935,0.6519778823776753,0.7676654061378131,10,-19.483818881981925,1.5551166822572349,1.1123861701247835,-20.596205052106708,-18.371432711857143,10,0.0,0.0,0.0,0.0,0.0,10,8.9,3.212821536005731,2.298154398642528,6.601845601357472,11.19815439864253,10,0.0,0.0,0.0,0.0,0.0,0,,,,,,10,0.4,0.5163977794943223,0.3693830532117032,0.030616946788296795,0.7693830532117032,10,1.5,1.2692955176439846,0.9079362312409389,0.5920637687590611,2.4079362312409387,10,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,10,24.6,5.601587076693335,4.006855605084865,20.593144394915136,28.606855605084867
adaptive_semantic,200,Greedy,10,two-sided Student t; n=1 uses zero-width descriptive interval,10,205.1,10.343543343017851,7.398811096385689,197.7011889036143,212.49881109638568,10,1328.3472906811144,117.84927709328669,84.29843721275897,1244.0488534683554,1412.6457278938733,10,0.4470255852646119,0.08325225881799539,0.05955094070907057,0.3874746445555413,0.5065765259736824,10,6.2863193130427195,0.5682178916848378,0.40645035291514064,5.879868960127579,6.69276966595786,10,21.15135520403829,3.3210542964486356,2.375574072191629,18.77578113184666,23.526929276229918,10,197.4,9.347608131376592,6.686411462062442,190.71358853793757,204.08641146206244,10,0.0,0.0,0.0,0.0,0.0,10,0.331700525010977,0.008279314562805897,0.005922253373560421,0.32577827163741657,0.33762277838453747,10,0.12017603229699554,0.012923968997895522,0.009244608163750893,0.11093142413324465,0.12942064046074644,10,-4.477048624230308,1.9925662042997958,1.4252969658224595,-5.902345590052768,-3.0517516584078486,10,0.0,0.0,0.0,0.0,0.0,10,37.2,6.679986693266852,4.778242622554865,32.42175737744514,41.978242622554866,10,0.0,0.0,0.0,0.0,0.0,0,,,,,,10,73.6,10.340857475728662,7.396889876157411,66.20311012384258,80.99688987615741,10,86.6,11.481385901633226,8.21271807868747,78.38728192131252,94.81271807868747,10,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,10,7.7,2.6687491868330793,1.9089755262967618,5.791024473703239,9.608975526296762
adaptive_semantic,200,LinUCB,10,two-sided Student t; n=1 uses zero-width descriptive interval,10,157.1,8.033955715862794,5.746746422107034,151.35325357789296,162.84674642210703,10,4152.102931364839,544.3897810516083,389.40593365642985,3762.696997708409,4541.508865021268,10,1.4996678080331758,0.46306572000765456,0.3312342467111321,1.1684335613220438,1.8309020547443078,10,19.057145140981856,2.3715456083408055,1.6963836647352672,17.360761476246587,20.753528805717124,10,142.3463987472839,14.52537112101693,10.390102643292497,131.9562961039914,152.7365013905764,10,114.1,8.504247304860215,6.083149384981434,108.01685061501856,120.18314938498143,10,49.1,3.3813212407775355,2.418683451797692,46.68131654820231,51.51868345179769,10,0.49511682989992467,0.03447978507533187,0.024663638750889397,0.4704531911490353,0.5197804686508141,10,0.3032991042338507,0.04904655496903379,0.03508335423463325,0.26821574999921743,0.33838245846848397,10,-12.7314473827238,1.3499747686527652,0.9656466809211054,-13.697094063644906,-11.765800701802695,10,0.0,0.0,0.0,0.0,0.0,10,55.2,10.39016629104441,7.432160827108089,47.76783917289191,62.632160827108095,10,0.0,0.0,0.0,0.0,0.0,0,,,,,,10,2.1,1.5951314818673865,1.1410090446617853,0.9589909553382148,3.2410090446617854,10,56.8,5.308274463305168,3.7970469789034733,53.00295302109652,60.59704697890347,10,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,10,43.0,8.472176684759223,6.060209039298892,36.93979096070111,49.06020903929889
adaptive_semantic,200,MCTS,10,two-sided Student t; n=1 uses zero-width descriptive interval,10,188.2,9.150591966279194,6.5454843793259485,181.65451562067403,194.74548437932594,10,2520.231628597573,321.7850256384216,230.17514785698887,2290.056480740584,2750.406776454562,10,0.8187662463962321,0.2789794717361581,0.19955602666262662,0.6192102197336055,1.0183222730588586,10,11.645665912772241,1.4204753926439053,1.016076285340936,10.629589627431304,12.661742198113178,10,68.515700518035,4.305487421274514,3.0797461809234,65.43595433711161,71.5954466989584,10,153.0,8.16496580927726,5.840458886080785,147.1595411139192,158.8404588860808,10,64.8,6.562519841239847,4.694217736748051,60.105782263251946,69.49421773674806,10,0.4351142821463287,0.02211313889661269,0.01581768761617047,0.4192965945301582,0.45093196976249916,10,0.22905696922759913,0.030337883896578568,0.021700906988163314,0.2073560622394358,0.25075787621576245,10,-9.673689773393146,1.623777873631902,1.1615000151377566,-10.835189788530903,-8.51218975825539,10,0.0,0.0,0.0,0.0,0.0,10,53.7,11.23536084571089,8.036734583150048,45.66326541684995,61.73673458315005,10,0.0,0.0,0.0,0.0,0.0,0,,,,,,10,13.6,3.0983866769659336,2.2162983192702197,11.38370168072978,15.816298319270219,10,85.7,13.646733430873974,9.761606771428564,75.93839322857144,95.46160677142856,10,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,10,35.2,6.562519841239847,4.694217736748051,30.50578226325195,39.894217736748054
adaptive_semantic,200,SA,10,two-sided Student t; n=1 uses zero-width descriptive interval,10,91.7,15.092676664160301,10.795900386720879,80.90409961327913,102.49590038672088,10,10580.35824348827,1879.5083129366456,1344.425841352691,9235.932402135579,11924.784084840961,10,6.828315413483892,1.6253295623044068,1.1626099492278008,5.665705464256091,7.990925362711693,10,46.66164028483647,8.29973217834883,5.936858241102525,40.724782043733946,52.598498525939,10,166.3849918460269,14.821774786438574,10.602122321269814,155.7828695247571,176.9871141672967,10,56.5,11.138022964402415,7.967108095162258,48.53289190483774,64.46710809516226,10,27.8,8.36394378003317,5.982789262543014,21.817210737456985,33.78278926254301,10,0.5730246236653087,0.03199270703513926,0.022884613905039482,0.5501400097602692,0.5959092375703482,10,0.4092321500567109,0.04459887739613661,0.03190189841352811,0.3773302516431828,0.44113404847023896,10,-16.047197707517824,1.2146553615956843,0.8688517338427332,-16.916049441360556,-15.178345973675091,10,0.0,0.0,0.0,0.0,0.0,10,35.0,6.036923425424944,4.318254832684148,30.681745167315853,39.31825483268415,10,0.0,0.0,0.0,0.0,0.0,0,,,,,,10,1.6,0.9660917830792959,0.6910524147993407,0.9089475852006594,2.2910524147993407,10,19.9,8.900062421753631,6.366278790628007,13.533721209371992,26.266278790628007,10,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,10,35.2,6.303438215238834,4.508894782538177,30.691105217461825,39.70889478253818
adaptive_semantic,200,Stochastic,10,two-sided Student t; n=1 uses zero-width descriptive interval,10,63.0,14.228297313608696,10.177603607922642,52.82239639207736,73.17760360792263,10,16925.41279769018,5357.395066857516,3832.1833006233996,13093.22949706678,20757.59609831358,10,12.158649035651187,4.62226314695797,3.306338140421928,8.852310895229259,15.464987176073116,10,74.38089289387905,23.28265997810703,16.65425447418614,57.72663841969291,91.0351473680652,10,184.36575195105775,12.08304372166076,8.643088253338677,175.72266369771907,193.00884020439642,10,20.4,5.796550698475776,4.146314488796044,16.253685511203955,24.546314488796042,10,11.3,5.121848624601603,3.663695232958113,7.636304767041888,14.963695232958113,10,0.7771562461882641,0.03238136743309124,0.02316262548866511,0.753993620699599,0.8003188716769292,10,0.6935245862470703,0.044602084075770855,0.03190419217458016,0.6616203940724901,0.7254287784216504,10,-16.03335348430456,1.424180579767357,1.0187266323926245,-17.052080116697184,-15.014626851911935,10,0.0,0.0,0.0,0.0,0.0,10,12.4,3.777124126457412,2.701804108369073,9.698195891630927,15.101804108369073,10,0.0,0.0,0.0,0.0,0.0,0,,,,,,10,1.5,1.1785113019775793,0.8429976275174207,0.6570023724825793,2.3429976275174207,10,6.5,3.6285901761795403,2.5955567032912223,3.9044432967087777,9.095556703291223,10,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,10,42.6,9.371351141762975,6.703395008501289,35.89660499149871,49.30339500850129
