mode,area,policy,repeat,finished,flight_energy_per_req,nonflight_energy_per_req,avg_time,avg_travel,encodes,decodes,semantic_quality,semantic_payload_ratio,sinr_median_db,mode_adaptive_semantic_count,mode_emergency_count,mode_fixed_count,mode_fixed_paper_like_count,mode_high_count,mode_low_count,mode_medium_count,mode_paper_like_count,mode_raw_count
nonsemantic,300,MCTS,3,91.0,13477.572333789092,10.525830411639935,59.342073289633596,51.43665429900286,0.0,0.0,1.0,1.0,-13.31125881796707,,,0.0,,,,,,91.0
nonsemantic,300,MCTS,4,85.0,14609.559440282697,11.31258230074732,64.36650502933449,65.37458390827942,0.0,0.0,1.0,1.0,-12.867220610005337,,,0.0,,,,,,85.0
nonsemantic,300,MCTS,5,55.0,20377.859141074783,16.485437319824506,89.18205541896936,55.65045613869951,0.0,0.0,1.0,1.0,-15.283271583355875,,,0.0,,,,,,55.0
nonsemantic,300,MCTS,6,77.0,11031.881415490592,8.288315422031584,48.962333289771664,59.36397607951669,0.0,0.0,1.0,1.0,-11.255777443902385,,,0.0,,,,,,77.0
nonsemantic,300,MCTS,7,92.0,11911.867478095099,8.986206410080154,52.83786748090556,65.7935281375588,0.0,0.0,1.0,1.0,-12.939015423964545,,,0.0,,,,,,92.0
nonsemantic,300,MCTS,8,83.0,9967.356629992235,7.333196682307941,44.39708248619049,60.66555967615762,0.0,0.0,1.0,1.0,-12.34964453493727,,,0.0,,,,,,83.0
nonsemantic,300,MCTS,9,68.0,17846.575936716912,14.267565164795258,78.46395139775008,57.95468563394438,0.0,0.0,1.0,1.0,-15.570890571878417,,,0.0,,,,,,68.0
nonsemantic,400,Stochastic,0,60.0,21535.234627823185,14.96307088558753,94.313637001893,366.68049416574377,0.0,0.0,1.0,1.0,-13.402059446628396,,,0.0,,,,,,60.0
nonsemantic,400,Stochastic,1,79.0,15524.921371483402,9.76401598486903,68.71299801157845,362.2421908885797,0.0,0.0,1.0,1.0,-11.895382050047555,,,0.0,,,,,,79.0
nonsemantic,400,Stochastic,2,79.0,16720.49986442358,10.96149467229789,74.29257980361126,344.2840048677168,0.0,0.0,1.0,1.0,-11.315172784638454,,,0.0,,,,,,79.0
nonsemantic,400,Stochastic,3,74.0,18122.759798870422,12.181309007954292,80.23277748333868,343.8344838354712,0.0,0.0,1.0,1.0,-14.176232824970448,,,0.0,,,,,,74.0
nonsemantic,400,Stochastic,4,66.0,20979.972217359787,14.446855984220388,92.14246968778559,373.2732521210968,0.0,0.0,1.0,1.0,-14.868541626023323,,,0.0,,,,,,66.0
nonsemantic,400,Stochastic,5,77.0,12872.53623545442,7.3893178517133045,57.49948686681134,379.2059020782056,0.0,0.0,1.0,1.0,-11.647593266670395,,,0.0,,,,,,77.0
nonsemantic,400,Stochastic,6,60.0,16164.032238666636,10.33019140895916,71.16007067576359,358.8396563273545,0.0,0.0,1.0,1.0,-11.717208748566854,,,0.0,,,,,,60.0
nonsemantic,400,Stochastic,7,67.0,15370.126425351596,9.550683680440565,67.81303820800395,379.2501042906501,0.0,0.0,1.0,1.0,-12.90853281469962,,,0.0,,,,,,67.0
nonsemantic,400,Stochastic,8,72.0,14077.698616526792,8.514941837475872,62.48830192015139,357.88466115606315,0.0,0.0,1.0,1.0,-11.595090606419772,,,0.0,,,,,,72.0
nonsemantic,400,Stochastic,9,85.0,12601.661802889785,7.453452247194655,56.0741255607528,327.64404087008324,0.0,0.0,1.0,1.0,-11.92696308403594,,,0.0,,,,,,85.0
nonsemantic,400,LinUCB,0,81.0,14363.618113805667,10.160746595237965,63.93400041554882,179.62807657643975,0.0,0.0,1.0,1.0,-13.465055058566644,,,0.0,,,,,,81.0
nonsemantic,400,LinUCB,1,68.0,17831.155935827894,12.879486895965043,78.80034654427405,212.3233395282345,0.0,0.0,1.0,1.0,-12.781996795658449,,,0.0,,,,,,68.0
nonsemantic,400,LinUCB,2,45.0,24243.500490416944,19.03780964116332,106.43820704604211,156.96081822636722,0.0,0.0,1.0,1.0,-16.568803062139775,,,0.0,,,,,,45.0
nonsemantic,400,LinUCB,3,69.0,17281.092233789193,12.564395826263974,76.53140597482633,193.30376624307635,0.0,0.0,1.0,1.0,-15.004233540345275,,,0.0,,,,,,69.0
nonsemantic,400,LinUCB,4,79.0,13130.500159737452,9.247560300365889,59.28395040513082,155.51481414811005,0.0,0.0,1.0,1.0,-11.231648633752929,,,0.0,,,,,,79.0
nonsemantic,400,LinUCB,5,87.0,11745.700133279075,7.631600492112323,52.92450100676442,208.27479498423708,0.0,0.0,1.0,1.0,-11.135880961263299,,,0.0,,,,,,87.0
nonsemantic,400,LinUCB,6,60.0,17462.75871872015,12.825849248860136,78.2829115090087,192.21793897805253,0.0,0.0,1.0,1.0,-11.582454053340875,,,0.0,,,,,,60.0
nonsemantic,400,LinUCB,7,84.0,13659.315884345247,9.275579835308642,60.77287165540317,211.64215445053955,0.0,0.0,1.0,1.0,-11.02029779971458,,,0.0,,,,,,84.0
nonsemantic,400,LinUCB,8,84.0,10672.451812228823,6.9895260191949955,48.298619611734864,174.71423999818458,0.0,0.0,1.0,1.0,-9.607727312918563,,,0.0,,,,,,84.0
nonsemantic,400,LinUCB,9,60.0,16667.903936926385,12.338361003247606,74.00263400652408,167.72949691394905,0.0,0.0,1.0,1.0,-15.377519711828512,,,0.0,,,,,,60.0
nonsemantic,400,SA,0,83.0,15224.651069562286,9.951044985574308,67.78461523664915,297.0284589207831,0.0,0.0,1.0,1.0,-12.842411664953186,,,0.0,,,,,,83.0
nonsemantic,400,SA,1,81.0,12135.993133844519,7.80808919733071,53.997375586865466,212.74991849935208,0.0,0.0,1.0,1.0,-10.68306470221968,,,0.0,,,,,,81.0
nonsemantic,400,SA,2,75.0,18660.33731956433,13.012930700477073,82.35301114368848,282.881239738065,0.0,0.0,1.0,1.0,-13.955310415312503,,,0.0,,,,,,75.0
nonsemantic,400,SA,3,64.0,20151.44326365781,14.377386274609627,89.35354914527306,279.9307946642166,0.0,0.0,1.0,1.0,-13.532232824617887,,,0.0,,,,,,64.0
nonsemantic,400,SA,4,78.0,13833.288679193962,8.95274962083986,61.034721243365055,253.75311161745807,0.0,0.0,1.0,1.0,-11.864896440338892,,,0.0,,,,,,78.0
nonsemantic,400,SA,5,79.0,18120.629739118598,12.313753068078361,79.46875149502083,307.0948542352915,0.0,0.0,1.0,1.0,-14.415451680043638,,,0.0,,,,,,79.0
nonsemantic,400,SA,6,84.0,10763.679218704861,6.150541453806178,47.739066408119704,277.313848738269,0.0,0.0,1.0,1.0,-10.315423425124395,,,0.0,,,,,,84.0
nonsemantic,400,SA,7,55.0,20678.070477685735,14.441790551833845,90.85527193583383,333.0171776037204,0.0,0.0,1.0,1.0,-12.182732203171858,,,0.0,,,,,,55.0
nonsemantic,400,SA,8,80.0,13736.323995964083,9.022416201266163,60.69155377523843,234.62455311678795,0.0,0.0,1.0,1.0,-11.241058489151593,,,0.0,,,,,,80.0
nonsemantic,400,SA,9,72.0,20768.284840166612,15.06440233723338,91.85238782660765,269.70598760847065,0.0,0.0,1.0,1.0,-13.88989420062348,,,0.0,,,,,,72.0
nonsemantic,400,Greedy,0,75.0,14080.057597401003,10.981914308769952,62.31185622120851,62.024841701645734,0.0,0.0,1.0,1.0,-11.588577871137648,,,0.0,,,,,,75.0
nonsemantic,400,Greedy,1,82.0,11523.342184781934,8.780747561873167,50.700055764649456,59.24033229256059,0.0,0.0,1.0,1.0,-12.196537599282426,,,0.0,,,,,,82.0
nonsemantic,400,Greedy,2,115.0,6736.167670171886,4.869490990898757,30.098107422854326,34.72871186250723,0.0,0.0,1.0,1.0,-9.23149147795931,,,0.0,,,,,,115.0
nonsemantic,400,Greedy,3,77.0,11509.083564521427,8.833513129108335,51.135630003028936,55.25540398282158,0.0,0.0,1.0,1.0,-11.57576138648309,,,0.0,,,,,,77.0
nonsemantic,400,Greedy,4,105.0,11006.844042861401,8.471606840127752,48.471620423937914,46.23448510576723,0.0,0.0,1.0,1.0,-13.390158492963415,,,0.0,,,,,,105.0
nonsemantic,400,Greedy,5,92.0,9635.135000662305,7.344401643191705,42.8043973071155,37.61782544222084,0.0,0.0,1.0,1.0,-11.485205273462652,,,0.0,,,,,,92.0
nonsemantic,400,Greedy,6,60.0,15853.618874683489,12.448906712059706,70.04686573274734,70.36210685901735,0.0,0.0,1.0,1.0,-12.132838832533396,,,0.0,,,,,,60.0
nonsemantic,400,Greedy,7,60.0,16961.041101903455,13.48707952757049,74.90846482450657,59.7484753930245,0.0,0.0,1.0,1.0,-14.249798671018786,,,0.0,,,,,,60.0
nonsemantic,400,Greedy,8,124.0,7655.4572795129825,5.575602128463442,34.10731259501286,44.99778904032317,0.0,0.0,1.0,1.0,-8.916800205209034,,,0.0,,,,,,124.0
nonsemantic,400,Greedy,9,114.0,10911.896964935024,8.589927263798273,47.826567504561496,30.784367365038452,0.0,0.0,1.0,1.0,-12.098287273964589,,,0.0,,,,,,114.0
nonsemantic,400,MCTS,0,76.0,16149.928947877494,12.54203685682691,71.70186439527538,77.30273264240155,0.0,0.0,1.0,1.0,-13.114703184751768,,,0.0,,,,,,76.0
nonsemantic,400,MCTS,1,105.0,10261.775320913572,7.43990138867587,46.103504077387264,78.59176673254885,0.0,0.0,1.0,1.0,-12.746350417049912,,,0.0,,,,,,105.0
nonsemantic,400,MCTS,2,66.0,17229.169202725803,13.635903831300965,75.78939472749636,72.88244711138142,0.0,0.0,1.0,1.0,-12.870609854647434,,,0.0,,,,,,66.0
nonsemantic,400,MCTS,3,117.0,9354.055071002967,6.7863293029926375,41.77227749536038,65.69878311094632,0.0,0.0,1.0,1.0,-10.70327651902048,,,0.0,,,,,,117.0
nonsemantic,400,MCTS,4,104.0,9597.890987608778,6.797458488266927,43.2413840053672,83.81723187440072,0.0,0.0,1.0,1.0,-11.00238673504477,,,0.0,,,,,,104.0
nonsemantic,400,MCTS,5,102.0,9069.308641094942,6.321003834976904,40.722635010430345,82.7414445402203,0.0,0.0,1.0,1.0,-9.86380817838219,,,0.0,,,,,,102.0
nonsemantic,400,MCTS,6,113.0,8623.417997345148,6.124698317111341,38.64386190895487,68.57363182364759,0.0,0.0,1.0,1.0,-9.52706266760301,,,0.0,,,,,,113.0
nonsemantic,400,MCTS,7,95.0,11174.06966318887,8.432542639170597,49.359926108100886,57.614169199915324,0.0,0.0,1.0,1.0,-11.252097226933866,,,0.0,,,,,,95.0
nonsemantic,400,MCTS,8,101.0,10569.265321846886,7.808163080892236,47.03602044133145,74.31218545436738,0.0,0.0,1.0,1.0,-11.377103194986498,,,0.0,,,,,,101.0
nonsemantic,400,MCTS,9,101.0,9287.586460878709,6.494591286369549,41.54458840626398,85.19801541016736,0.0,0.0,1.0,1.0,-10.475934808920789,,,0.0,,,,,,101.0
nonsemantic,500,Stochastic,0,94.0,14735.633158820761,8.574662117730563,65.34641335548636,452.5130502152845,0.0,0.0,1.0,1.0,-12.57650158480745,,,0.0,,,,,,94.0
nonsemantic,500,Stochastic,1,60.0,15951.05840972974,9.524297395295985,71.31174279747117,503.76622389364525,0.0,0.0,1.0,1.0,-13.325210031873265,,,0.0,,,,,,60.0
nonsemantic,500,Stochastic,2,93.0,12293.38956007447,6.402465830692953,54.72316127953356,464.8216001261387,0.0,0.0,1.0,1.0,-9.720606226841424,,,0.0,,,,,,93.0
nonsemantic,500,Stochastic,3,84.0,12432.762458570785,6.859944894019363,55.66746556136156,406.581244399992,0.0,0.0,1.0,1.0,-11.21278633461792,,,0.0,,,,,,84.0
nonsemantic,500,Stochastic,4,100.0,11849.664786965452,6.003227759315127,53.083125133596965,472.3013034787444,0.0,0.0,1.0,1.0,-10.53494060026334,,,0.0,,,,,,100.0
nonsemantic,500,Stochastic,5,64.0,18513.096207121824,12.072174811456653,83.06995525158037,445.52218364410714,0.0,0.0,1.0,1.0,-13.629078776302274,,,0.0,,,,,,64.0
nonsemantic,500,Stochastic,6,101.0,12863.264835259397,7.098699130341857,57.22133937156176,426.09784839250085,0.0,0.0,1.0,1.0,-11.449686372516425,,,0.0,,,,,,101.0
nonsemantic,500,Stochastic,7,91.0,12362.606039177734,6.6546623194710515,55.7975970409417,447.0010139554016,0.0,0.0,1.0,1.0,-10.295892675651416,,,0.0,,,,,,91.0
nonsemantic,500,Stochastic,8,85.0,11408.273422930462,5.819265726455424,50.81346729271952,436.2567974503054,0.0,0.0,1.0,1.0,-10.87730974479954,,,0.0,,,,,,85.0
nonsemantic,500,Stochastic,9,101.0,13446.258913113143,7.310474028472142,59.61028628976517,483.2315713367188,0.0,0.0,1.0,1.0,-10.514508610383187,,,0.0,,,,,,101.0
nonsemantic,500,LinUCB,0,97.0,12654.974589947873,8.076640558889826,56.651376786863864,267.0531996062,0.0,0.0,1.0,1.0,-11.85747375043373,,,0.0,,,,,,97.0
nonsemantic,500,LinUCB,1,80.0,13905.015180413033,9.238762933209442,62.61126296142159,253.01390291202307,0.0,0.0,1.0,1.0,-11.601472870443677,,,0.0,,,,,,80.0
nonsemantic,500,LinUCB,2,88.0,12171.744875681754,7.657686853689188,55.70493757745814,277.4478736712703,0.0,0.0,1.0,1.0,-10.698611827525044,,,0.0,,,,,,88.0
nonsemantic,500,LinUCB,3,80.0,13215.214986223751,8.825932623882121,59.911420254696466,242.64575018021787,0.0,0.0,1.0,1.0,-11.951454914374224,,,0.0,,,,,,80.0
nonsemantic,500,LinUCB,4,95.0,11038.125732391502,6.74596591629745,50.026898268665775,245.62945538195066,0.0,0.0,1.0,1.0,-9.926597372498145,,,0.0,,,,,,95.0
nonsemantic,500,LinUCB,5,76.0,13248.018911267085,8.60416836388518,59.46055979978391,263.37121673878363,0.0,0.0,1.0,1.0,-11.557141484247243,,,0.0,,,,,,76.0
nonsemantic,500,LinUCB,6,76.0,16526.720155032646,11.814739307350738,73.92507505675596,213.11155851384896,0.0,0.0,1.0,1.0,-9.592461432649863,,,0.0,,,,,,76.0
nonsemantic,500,LinUCB,7,107.0,8639.495339333658,4.70387422465707,39.116699854005596,232.522220363964,0.0,0.0,1.0,1.0,-8.343163045508952,,,0.0,,,,,,107.0
nonsemantic,500,LinUCB,8,82.0,12379.91958866009,8.19482650750418,56.10404518413954,214.4853384836367,0.0,0.0,1.0,1.0,-11.061876677523479,,,0.0,,,,,,82.0
nonsemantic,500,LinUCB,9,87.0,10718.364647008304,6.397128437284445,48.69123386798332,271.10962600186906,0.0,0.0,1.0,1.0,-11.024714746431197,,,0.0,,,,,,87.0
nonsemantic,500,SA,0,92.0,13064.844290607041,7.956982618407269,58.28749177163339,320.95754579372,0.0,0.0,1.0,1.0,-11.01023653127331,,,0.0,,,,,,92.0
nonsemantic,500,SA,1,76.0,14579.560213377463,9.120087945329567,64.4680757170133,342.8893447868982,0.0,0.0,1.0,1.0,-12.419907881330843,,,0.0,,,,,,76.0
nonsemantic,500,SA,2,89.0,13526.592266870735,7.8671459671749435,59.90582937618516,404.4438203835949,0.0,0.0,1.0,1.0,-10.749474666264971,,,0.0,,,,,,89.0
nonsemantic,500,SA,3,99.0,12636.887690378282,7.473716139039844,56.13540910874956,328.30300500374653,0.0,0.0,1.0,1.0,-11.345576712508475,,,0.0,,,,,,99.0
nonsemantic,500,SA,4,88.0,12344.950433704456,7.1451212263155215,54.467041690291154,347.4038490632038,0.0,0.0,1.0,1.0,-10.512262718104406,,,0.0,,,,,,88.0
nonsemantic,500,SA,5,89.0,12875.769617997814,7.606895614933791,57.6519171833748,349.5625961260632,0.0,0.0,1.0,1.0,-11.240827689510395,,,0.0,,,,,,89.0
nonsemantic,500,SA,6,111.0,9081.136818222038,4.3805167704006935,40.53639734345498,330.9210054014866,0.0,0.0,1.0,1.0,-9.716299475773685,,,0.0,,,,,,111.0
nonsemantic,500,SA,7,92.0,10937.664487532396,6.177591704716564,48.8216413054357,300.560903453757,0.0,0.0,1.0,1.0,-9.466366036119933,,,0.0,,,,,,92.0
nonsemantic,500,SA,8,73.0,14048.391026320685,8.388940892953938,62.25065320462509,395.6284224169744,0.0,0.0,1.0,1.0,-13.015918394797266,,,0.0,,,,,,73.0
nonsemantic,500,SA,9,94.0,12655.083648025255,7.655326984685399,56.05020864384161,297.10172409973376,0.0,0.0,1.0,1.0,-11.118133054856479,,,0.0,,,,,,94.0
nonsemantic,500,Greedy,0,103.0,10641.911407516662,7.819863779451236,47.778130655353415,80.26353699870945,0.0,0.0,1.0,1.0,-11.000001477374077,,,0.0,,,,,,103.0
nonsemantic,500,Greedy,1,99.0,10698.787706158837,7.922367201553756,47.95627193990929,81.80777632269766,0.0,0.0,1.0,1.0,-11.67961789827807,,,0.0,,,,,,99.0
nonsemantic,500,Greedy,2,75.0,14484.132104546272,11.484847587934006,63.335795505955524,51.567740047861705,0.0,0.0,1.0,1.0,-11.574306806203513,,,0.0,,,,,,75.0
nonsemantic,500,Greedy,3,130.0,6962.793617338062,4.98911237007285,31.210725256513797,44.11307801756967,0.0,0.0,1.0,1.0,-7.708918724726969,,,0.0,,,,,,130.0
nonsemantic,500,Greedy,4,93.0,11845.799984851188,8.99560255638193,52.49093455573013,76.66206726707647,0.0,0.0,1.0,1.0,-11.072131357073228,,,0.0,,,,,,93.0
nonsemantic,500,Greedy,5,106.0,6780.22488915824,4.498497724326549,31.124138359884025,75.9063978855879,0.0,0.0,1.0,1.0,-8.15049773623658,,,0.0,,,,,,106.0
nonsemantic,500,Greedy,6,80.0,12297.18311027707,9.090813936460796,54.77992598150329,100.43513042414982,0.0,0.0,1.0,1.0,-11.141896001440855,,,0.0,,,,,,80.0
nonsemantic,500,Greedy,7,120.0,6933.403649277314,4.805686748670964,31.552979707761676,62.21389408629596,0.0,0.0,1.0,1.0,-8.534672430955734,,,0.0,,,,,,120.0
nonsemantic,500,Greedy,8,96.0,10119.230599541475,7.809357451458588,44.660957578817495,36.231686409156566,0.0,0.0,1.0,1.0,-11.23534214718202,,,0.0,,,,,,96.0
nonsemantic,500,Greedy,9,97.0,12890.771712052818,10.169631724374115,56.75071579415288,45.33282874879939,0.0,0.0,1.0,1.0,-12.547174615919943,,,0.0,,,,,,97.0
nonsemantic,500,MCTS,0,94.0,9335.014285459269,6.4258630159423555,41.89936299280417,99.41228376619999,0.0,0.0,1.0,1.0,-10.414629890323823,,,0.0,,,,,,94.0
nonsemantic,500,MCTS,1,102.0,10861.510486066492,7.916074045055731,48.85831187292784,92.46426919273115,0.0,0.0,1.0,1.0,-10.886815174033075,,,0.0,,,,,,102.0
nonsemantic,500,MCTS,2,108.0,8627.93405201187,5.8551189868349915,39.03425139928054,100.25444127781884,0.0,0.0,1.0,1.0,-9.034697228937759,,,0.0,,,,,,108.0
nonsemantic,500,MCTS,3,90.0,11385.560218520295,8.302569503572492,51.046256078308325,95.30625660099524,0.0,0.0,1.0,1.0,-10.959423729130979,,,0.0,,,,,,90.0
nonsemantic,500,MCTS,4,98.0,14015.800428856337,10.79541356501229,62.43226187260553,82.23976094182692,0.0,0.0,1.0,1.0,-13.055066125362792,,,0.0,,,,,,98.0
nonsemantic,500,MCTS,5,106.0,10392.808815373548,7.514763145635569,46.76462648178359,87.78377870438592,0.0,0.0,1.0,1.0,-9.87822168569659,,,0.0,,,,,,106.0
nonsemantic,500,MCTS,6,99.0,9367.23128680814,6.54887867988829,42.23019113939998,97.22601271015712,0.0,0.0,1.0,1.0,-10.66477206212538,,,0.0,,,,,,99.0
nonsemantic,500,MCTS,7,98.0,9479.083557350881,7.042748411104682,42.18564765658284,57.61205717208409,0.0,0.0,1.0,1.0,-10.50089162091431,,,0.0,,,,,,98.0
nonsemantic,500,MCTS,8,92.0,10926.826249907575,7.730037442490356,49.25721691368861,115.63353240143388,0.0,0.0,1.0,1.0,-11.239248687522418,,,0.0,,,,,,92.0
nonsemantic,500,MCTS,9,105.0,10697.62163741826,7.703626846142652,48.19347850952389,95.20654918274515,0.0,0.0,1.0,1.0,-10.902116804232831,,,0.0,,,,,,105.0
fixed_paper_like,100,Stochastic,0,34.0,38133.87308361853,31.390870924546093,166.5471047208697,94.92829472981514,9.0,4.0,0.8161394082326371,0.7628676470588235,-20.656113619709693,,,0.0,0.0,,,,9.0,25.0
fixed_paper_like,100,Stochastic,1,26.0,45722.03868286039,37.96293073094018,199.46978947051642,96.70627142120317,7.0,5.0,0.8129964921340497,0.7588141025641028,-21.84668570958988,,,0.0,0.0,,,,7.0,19.0
fixed_paper_like,100,Stochastic,2,26.0,32162.437554078893,26.305129990551055,140.37381284477493,78.28359502052399,5.0,1.0,0.8664260658100355,0.8277243589743589,-18.35585270708921,,,0.0,0.0,,,,5.0,21.0
fixed_paper_like,100,Stochastic,3,34.0,31445.104620233444,25.788595137735136,136.9205788167172,74.80352657167785,6.0,4.0,0.8774262721550914,0.8419117647058824,-18.10030135280649,,,0.0,0.0,,,,6.0,28.0
fixed_paper_like,100,Stochastic,4,36.0,23829.564785869585,18.861583482082878,104.09633339863807,98.83140262340164,11.0,6.0,0.7877658601203897,0.7262731481481481,-19.57560448161268,,,0.0,0.0,,,,11.0,25.0
fixed_paper_like,100,Stochastic,5,33.0,33849.00163281296,27.626293627056082,147.39373189577267,98.3695866072795,11.0,6.0,0.7684718474040615,0.7013888888888888,-19.69581083437044,,,0.0,0.0,,,,11.0,22.0
fixed_paper_like,100,Stochastic,6,33.0,31214.95704423623,25.346457682904152,136.17095606159785,94.91720379729944,15.0,4.0,0.6842797919146293,0.5928030303030303,-21.949945031903333,,,0.0,0.0,,,,15.0,18.0
fixed_paper_like,100,Stochastic,7,27.0,36750.96327506398,30.36082950791096,159.93731104056695,76.95326922153292,8.0,6.0,0.7941971976924991,0.7345679012345678,-19.573060799797247,,,0.0,0.0,,,,8.0,19.0
fixed_paper_like,100,Stochastic,8,45.0,23034.154313597042,18.34558696092106,100.83841155839347,84.69960237379436,12.0,9.0,0.8147774779232494,0.7611111111111113,-17.635942834215765,,,0.0,0.0,,,,12.0,33.0
fixed_paper_like,100,Stochastic,9,21.0,26466.747579088733,21.382874939401216,115.31784631478484,77.84878637654671,3.0,2.0,0.9007736488874549,0.8720238095238095,-18.677040347424285,,,0.0,0.0,,,,3.0,18.0
fixed_paper_like,100,LinUCB,0,75.0,8353.154336482725,6.001176140636312,36.966406976129434,65.87608415427952,66.0,28.0,0.38876567714672233,0.21166666666666642,-18.716835810433306,,,0.0,0.0,,,,66.0,9.0
fixed_paper_like,100,LinUCB,1,49.0,14128.411262607095,11.017656016210585,61.87425369786396,64.46444613594191,41.0,16.0,0.41881708634080744,0.25042517006802717,-22.231797525669176,,,0.0,0.0,,,,41.0,8.0
fixed_paper_like,100,LinUCB,2,65.0,8484.528995280305,5.878268821212306,37.51105317198977,83.65239303291709,60.0,26.0,0.35884511588817036,0.17307692307692285,-21.48680673233512,,,0.0,0.0,,,,60.0,5.0
fixed_paper_like,100,LinUCB,3,74.0,10513.431835112897,7.651982530399074,46.2076592960875,81.19775022341241,67.0,27.0,0.3711194774083292,0.1889076576576574,-22.131344384515643,,,0.0,0.0,,,,67.0,7.0
fixed_paper_like,100,LinUCB,4,67.0,9344.339805337771,6.694050207799897,41.08671105577459,78.13168058541527,58.0,28.0,0.3987179320642791,0.22450248756218888,-20.738355300701254,,,0.0,0.0,,,,58.0,9.0
fixed_paper_like,100,LinUCB,5,81.0,12124.354108679632,9.15572634892263,53.270502683167486,70.61547456646952,71.0,21.0,0.3911667098403099,0.21476337448559651,-18.2125590080666,,,0.0,0.0,,,,71.0,10.0
fixed_paper_like,100,LinUCB,6,73.0,11579.537755669076,8.751488148262661,51.1443145677677,65.48424301419466,62.0,18.0,0.4100789536596635,0.23915525114155253,-19.331500808745208,,,0.0,0.0,,,,62.0,11.0
fixed_paper_like,100,LinUCB,7,39.0,8051.152038212824,5.693289131793597,35.48879850315118,62.955712006012924,34.0,12.0,0.39446483167216084,0.219017094017094,-19.70700376008213,,,0.0,0.0,,,,34.0,5.0
fixed_paper_like,100,LinUCB,8,77.0,10563.975349118224,7.7309186301223125,46.438116077144336,73.60802287988875,64.0,20.0,0.4226830480724651,0.2554112554112556,-21.201378015348137,,,0.0,0.0,,,,64.0,13.0
fixed_paper_like,100,LinUCB,9,53.0,13410.347202940462,10.464846927260364,58.811717563042585,61.78793279163558,44.0,20.0,0.4233638463648324,0.2562893081761004,-21.944695511900882,,,0.0,0.0,,,,44.0,9.0
fixed_paper_like,100,SA,0,33.0,28347.696258860007,23.18423269340809,123.40308701439794,80.2875273573609,22.0,12.0,0.536943694808123,0.4027777777777777,-22.807447046473982,,,0.0,0.0,,,,22.0,11.0
fixed_paper_like,100,SA,1,34.0,30193.946970760047,24.655708686090573,131.86654498736902,82.50957547676329,19.0,4.0,0.611849861824456,0.49938725490196073,-22.08888379415813,,,0.0,0.0,,,,19.0,15.0
fixed_paper_like,100,SA,2,69.0,17459.012081804645,13.67937912448791,76.05141138078737,81.49909148934317,52.0,29.0,0.4765450463048347,0.3248792270531401,-21.995263022585874,,,0.0,0.0,,,,52.0,17.0
fixed_paper_like,100,SA,3,48.0,24008.987116901408,19.299571229476737,104.89010328190966,88.00038567740957,28.0,16.0,0.5948257329571076,0.4774305555555554,-22.028537718001626,,,0.0,0.0,,,,28.0,20.0
fixed_paper_like,100,SA,4,42.0,20660.237746595587,16.46336326816214,90.17626057809665,83.0321706167093,28.0,15.0,0.536943694808123,0.4027777777777776,-18.306536720018183,,,0.0,0.0,,,,28.0,14.0
fixed_paper_like,100,SA,5,38.0,26541.217713337996,21.492172115400326,115.89905984544325,84.52428929899199,24.0,12.0,0.5613150792919059,0.4342105263157894,-22.34196941999677,,,0.0,0.0,,,,24.0,14.0
fixed_paper_like,100,SA,6,48.0,23133.15263858369,18.50114466335795,101.17633698750625,88.55461829487784,31.0,16.0,0.5514142043453691,0.4214409722222225,-21.79553926072515,,,0.0,0.0,,,,31.0,17.0
fixed_paper_like,100,SA,7,37.0,20053.19261539648,15.87139720515035,87.7524867342861,85.73928234041836,23.0,10.0,0.5682312829967633,0.4431306306306305,-20.707620056738946,,,0.0,0.0,,,,23.0,14.0
fixed_paper_like,100,SA,8,51.0,20730.02781328296,16.3053108102246,90.5777848618136,93.92353193678402,33.0,12.0,0.5505629979020017,0.42034313725490197,-22.283913099586563,,,0.0,0.0,,,,33.0,18.0
fixed_paper_like,100,SA,9,42.0,24797.321454618876,19.910644204502685,108.06757260906417,92.45941690756052,25.0,17.0,0.5865568703643955,0.46676587301587286,-23.09156120262184,,,0.0,0.0,,,,25.0,17.0
fixed_paper_like,100,Greedy,0,127.0,7061.218932326149,5.314200876599007,31.00217865047677,27.712827953830846,126.0,0.0,0.31088471117114436,0.11122047244094467,-18.115651933609087,,,0.0,0.0,,,,126.0,1.0
fixed_paper_like,100,Greedy,1,108.0,9710.709597535935,7.659543139964277,42.552939384236105,24.884596807541637,108.0,0.0,0.3054155422121846,0.10416666666666659,-20.613480319514277,,,0.0,0.0,,,,108.0,0.0
fixed_paper_like,100,Greedy,2,114.0,9221.198107929791,7.201592158538743,40.352009920237116,27.86516968131192,114.0,0.0,0.3054155422121848,0.10416666666666656,-19.446837131835075,,,0.0,0.0,,,,114.0,0.0
fixed_paper_like,100,Greedy,3,114.0,8794.136701627025,6.84051829165603,38.499199904061626,26.660092053836113,113.0,0.0,0.31150838833313066,0.11202485380116944,-19.624865519504713,,,0.0,0.0,,,,113.0,1.0
fixed_paper_like,100,Greedy,4,155.0,4864.607175341175,3.5750377660215644,21.34953488014936,17.99673302334534,153.0,0.0,0.31437792231267364,0.11572580645161289,-17.383538532995725,,,0.0,0.0,,,,153.0,2.0
fixed_paper_like,100,Greedy,5,113.0,8222.145400335789,6.334043274811191,36.00895169299394,26.663747230430502,113.0,0.0,0.30541554221218475,0.10416666666666656,-20.154856666671627,,,0.0,0.0,,,,113.0,0.0
