mode,area,policy,repeat,finished,flight_energy_per_req,nonflight_energy_per_req,avg_time,avg_travel,encodes,decodes,semantic_quality,semantic_payload_ratio,sinr_median_db,mode_adaptive_semantic_count,mode_emergency_count,mode_fixed_count,mode_fixed_paper_like_count,mode_high_count,mode_low_count,mode_medium_count,mode_paper_like_count,mode_raw_count
nonsemantic,100,Greedy,7,15.0,45476.98243016786,38.01830713893353,197.33508749300805,66.0789792987444,0.0,0.0,1.0,1.0,-19.52121226502904,,,0.0,,,,,,15.0
nonsemantic,100,Greedy,8,22.0,41736.29787876431,35.254605711143476,181.68525734892307,32.36597154841075,0.0,0.0,1.0,1.0,-18.427055413279454,,,0.0,,,,,,22.0
nonsemantic,100,Greedy,9,24.0,34757.14932355587,28.947506887258964,151.34953814739728,46.58936878341067,0.0,0.0,1.0,1.0,-17.761268338362505,,,0.0,,,,,,24.0
nonsemantic,100,MCTS,0,18.0,35334.41952989545,29.383522187741093,153.4192036743044,53.115226959687774,0.0,0.0,1.0,1.0,-19.28904273310635,,,0.0,,,,,,18.0
nonsemantic,100,MCTS,1,24.0,33243.93188735821,27.697216518441014,144.8649809018074,44.061615643564245,0.0,0.0,1.0,1.0,-19.28153872323516,,,0.0,,,,,,24.0
nonsemantic,100,MCTS,2,20.0,37782.34700608942,31.473774964242285,164.52695018325613,55.9003127214822,0.0,0.0,1.0,1.0,-20.750026074416546,,,0.0,,,,,,20.0
nonsemantic,100,MCTS,3,25.0,41290.21686853918,34.62975885035164,179.6715035758664,47.686145570379715,0.0,0.0,1.0,1.0,-19.780647959557886,,,0.0,,,,,,25.0
nonsemantic,100,MCTS,4,22.0,45203.878146270414,37.92853944154201,196.68862120384665,55.15780170898473,0.0,0.0,1.0,1.0,-19.21760078210928,,,0.0,,,,,,22.0
nonsemantic,100,MCTS,5,24.0,32950.85052110181,27.45732497683099,143.4655244281366,41.51392806210683,0.0,0.0,1.0,1.0,-20.757710545840204,,,0.0,,,,,,24.0
nonsemantic,100,MCTS,6,31.0,20997.47845312474,17.00775662695206,91.35546790879307,42.67750077322981,0.0,0.0,1.0,1.0,-14.098368096361899,,,0.0,,,,,,31.0
nonsemantic,100,MCTS,7,26.0,45987.48286748674,38.7815780494907,200.0270347510745,42.61724075146137,0.0,0.0,1.0,1.0,-19.647941994095397,,,0.0,,,,,,26.0
nonsemantic,100,MCTS,8,23.0,28615.898825502216,23.58848531313005,124.69718470419744,46.52531171488054,0.0,0.0,1.0,1.0,-17.081152315067474,,,0.0,,,,,,23.0
