mode,area,policy,repeat,finished,flight_energy_per_req,nonflight_energy_per_req,avg_time,avg_travel,encodes,decodes,semantic_quality,semantic_payload_ratio,sinr_median_db,mode_fixed_count,mode_fixed_neural_encoder_decoder_count,mode_neural_encoder_decoder_count,mode_raw_count
nonsemantic,300,Greedy,6,79.0,12942.200025021297,10.071326570137227,57.39301428471134,51.474400893281214,0.0,0.0,1.0,1.0,-13.766738910085149,0.0,,,79.0
nonsemantic,300,Greedy,7,115.0,9275.05256831402,6.960985624986827,41.23849498052641,46.56572038710942,0.0,0.0,1.0,1.0,-10.07089873725162,0.0,,,115.0
nonsemantic,300,Greedy,8,66.0,18141.42703285563,14.420591530441977,79.81605514015195,68.03907072843029,0.0,0.0,1.0,1.0,-13.894079457357249,0.0,,,66.0
nonsemantic,300,Greedy,9,100.0,10541.794864614894,7.919022534325272,46.94834210443001,54.12865350732762,0.0,0.0,1.0,1.0,-10.082122369094778,0.0,,,100.0
nonsemantic,300,MCTS,0,82.0,13528.64644376687,10.439054389619729,59.54709403082948,61.73464742384508,0.0,0.0,1.0,1.0,-14.570011141043217,0.0,,,82.0
nonsemantic,300,MCTS,1,70.0,17384.083676071805,13.84893829556454,76.3743494914386,56.9795283251945,0.0,0.0,1.0,1.0,-14.950264556034789,0.0,,,70.0
nonsemantic,300,MCTS,2,67.0,14517.434306731679,11.265585662743202,64.13593470291121,61.20203916527856,0.0,0.0,1.0,1.0,-11.973985049426357,0.0,,,67.0
nonsemantic,300,MCTS,3,91.0,13477.572333789092,10.525830411639935,59.342073289633596,51.43665429900286,0.0,0.0,1.0,1.0,-13.31125881796707,0.0,,,91.0
nonsemantic,300,MCTS,4,85.0,14609.559440282697,11.31258230074732,64.36650502933449,65.37458390827942,0.0,0.0,1.0,1.0,-12.867220610005337,0.0,,,85.0
nonsemantic,300,MCTS,5,55.0,20377.859141074783,16.485437319824506,89.18205541896936,55.65045613869951,0.0,0.0,1.0,1.0,-15.283271583355875,0.0,,,55.0
nonsemantic,300,MCTS,6,77.0,11031.881415490592,8.288315422031584,48.962333289771664,59.36397607951669,0.0,0.0,1.0,1.0,-11.255777443902385,0.0,,,77.0
nonsemantic,300,MCTS,7,92.0,11911.867478095099,8.986206410080154,52.83786748090556,65.7935281375588,0.0,0.0,1.0,1.0,-12.939015423964545,0.0,,,92.0
nonsemantic,300,MCTS,8,83.0,9967.356629992235,7.333196682307941,44.39708248619049,60.66555967615762,0.0,0.0,1.0,1.0,-12.34964453493727,0.0,,,83.0
nonsemantic,300,MCTS,9,68.0,17846.575936716912,14.267565164795258,78.46395139775008,57.95468563394438,0.0,0.0,1.0,1.0,-15.570890571878417,0.0,,,68.0
