mode,area,policy,repeat,finished,flight_energy_per_req,nonflight_energy_per_req,avg_time,avg_travel,encodes,decodes,semantic_quality,semantic_payload_ratio,sinr_median_db,mode_fixed_count,mode_fixed_neural_encoder_decoder_count,mode_neural_encoder_decoder_count,mode_raw_count
semantic,100,Greedy,6,105.0,10491.343867450065,8.366660523202587,45.852136839042345,24.486786446282213,105.0,0.0,0.30541554221218453,0.1041666666666666,-21.177848373345793,0.0,0.0,105.0,0.0
semantic,100,Greedy,7,126.0,6679.161732124423,5.0988510984703534,29.264280960376237,21.043424110582105,126.0,0.0,0.3054155422121851,0.1041666666666665,-15.760810524529512,0.0,0.0,126.0,0.0
semantic,100,Greedy,8,103.0,9442.204535242196,7.329113120508447,41.31873262795748,30.993786210548585,103.0,0.0,0.30541554221218453,0.10416666666666662,-19.47544878911483,0.0,0.0,103.0,0.0
semantic,100,Greedy,9,159.0,3912.850740351215,2.700021258266808,17.310705618449454,20.387718957287127,156.0,0.0,0.31852090934025784,0.12106918238993714,-15.714800606998637,0.0,0.0,156.0,3.0
semantic,100,MCTS,0,133.0,7112.439439307221,5.191586089392785,31.26766710899241,42.357977423088386,123.0,37.0,0.3576399375345779,0.17152255639097783,-19.12479259785093,0.0,0.0,123.0,10.0
semantic,100,MCTS,1,138.0,5482.505279124819,3.838815361952218,24.11093513307218,37.71234742287988,123.0,50.0,0.3809138528412959,0.20153985507246386,-14.939973404468422,0.0,0.0,123.0,15.0
semantic,100,MCTS,2,120.0,7535.402622033232,5.604575314366423,33.14103889846729,42.151626144163316,118.0,43.0,0.316991949841982,0.11909722222222198,-20.32429086285238,0.0,0.0,118.0,2.0
semantic,100,MCTS,3,131.0,7794.831076076043,5.801547070708594,34.49820251630326,44.863856793781956,129.0,55.0,0.3160198850791749,0.1178435114503815,-19.15598493713331,0.0,0.0,129.0,2.0
semantic,100,MCTS,4,108.0,8571.652702355253,6.422907799319943,37.46697826209082,43.17593496080869,102.0,31.0,0.3440035676448414,0.15393518518518487,-19.919022754913875,0.0,0.0,102.0,6.0
semantic,100,MCTS,5,114.0,7757.495063148577,5.681468784998704,34.02856052674707,46.92259972880212,109.0,33.0,0.3358797728169139,0.14345760233918098,-18.2013570497214,0.0,0.0,109.0,5.0
semantic,100,MCTS,6,116.0,7292.593719356023,5.307720837674369,32.168566143391914,44.62180644681083,113.0,35.0,0.32337893336186996,0.1273347701149423,-19.787402491919032,0.0,0.0,113.0,3.0
semantic,100,MCTS,7,125.0,6910.221618903566,4.998856641076409,30.460456524444602,43.22688275160702,118.0,41.0,0.34431227184830315,0.1543333333333333,-18.02702111473982,0.0,0.0,118.0,7.0
semantic,100,MCTS,8,116.0,8363.752436089331,6.305484302501367,36.81460622196965,40.493130033151004,113.0,35.0,0.32337893336186985,0.12733477011494232,-17.63332148820619,0.0,0.0,113.0,3.0
semantic,100,MCTS,9,138.0,5737.281251326722,4.009027373581288,25.338027384838075,41.041532467837705,132.0,51.0,0.3356148664638298,0.14311594202898562,-17.56875189415757,0.0,0.0,132.0,6.0
semantic,200,Stochastic,0,48.0,22776.3758810564,17.362417820367003,99.90735812986371,166.97482748087913,12.0,4.0,0.8263538855530461,0.7760416666666669,-16.454247060147097,0.0,0.0,12.0,36.0
semantic,200,Stochastic,1,53.0,18051.244604677526,13.237751901536127,79.21699970380084,176.70496199947573,14.0,8.0,0.8165248602069922,0.7633647798742139,-15.697172279176412,0.0,0.0,14.0,39.0
semantic,200,Stochastic,2,49.0,19432.52087474143,14.311891766815112,85.26679336738175,192.6247730681856,12.0,7.0,0.8298976838070657,0.7806122448979592,-13.811338256490115,0.0,0.0,12.0,37.0
semantic,200,Stochastic,3,39.0,37576.453804284574,30.03175437363562,164.28398613705986,196.64511765867832,10.0,5.0,0.8219014210800473,0.7702991452991454,-17.22106795424707,0.0,0.0,10.0,29.0
semantic,200,Stochastic,4,47.0,21744.84966603616,16.293860500491576,94.87774632185204,194.60522898876198,13.0,4.0,0.8078808946544341,0.7522163120567376,-17.13484310535418,0.0,0.0,13.0,34.0
semantic,200,Stochastic,5,62.0,21079.235703210536,15.844286389030012,92.78463352603734,181.14092472898145,18.0,7.0,0.7983464477390215,0.7399193548387095,-17.521069512750856,0.0,0.0,18.0,44.0
semantic,200,Stochastic,6,40.0,29845.229499858695,23.469596306124693,130.69793129433475,176.09583263809597,10.0,4.0,0.8263538855530461,0.7760416666666666,-16.696960078164967,0.0,0.0,10.0,30.0
semantic,200,Stochastic,7,88.0,13449.553941300703,9.198841445796367,59.07031128541184,178.6665517623762,27.0,18.0,0.7868888595423754,0.7251420454545451,-14.496899544338731,0.0,0.0,27.0,61.0
semantic,200,Stochastic,8,61.0,23632.937026252133,18.068170731633742,103.32878910027316,176.91626968106823,17.0,10.0,0.806427282255855,0.7503415300546448,-17.729428594515866,0.0,0.0,17.0,44.0
semantic,200,Stochastic,9,66.0,16737.74953169756,11.966549838488362,73.17010937298659,189.75563422746043,22.0,10.0,0.7684718474040618,0.7013888888888888,-16.172566284887594,0.0,0.0,22.0,44.0
semantic,200,LinUCB,0,133.0,6542.563239893336,3.6308742640404765,29.353066579414637,142.9767623009389,98.0,33.0,0.4882009258405583,0.339912280701754,-14.93573444446033,0.0,0.0,98.0,35.0
semantic,200,LinUCB,1,120.0,5864.271183284141,3.105141064662177,26.28796496431731,131.93165098682763,96.0,29.0,0.4443324337697486,0.2833333333333333,-13.22834907975701,0.0,0.0,96.0,24.0
semantic,200,LinUCB,2,117.0,7759.100729983208,4.62207136342359,34.685234004147524,154.09818782766456,93.0,30.0,0.44789440534814784,0.2879273504273507,-17.02914477903323,0.0,0.0,93.0,24.0
semantic,200,LinUCB,3,109.0,6210.591643168162,3.2662092317873843,27.84992694120538,151.67099128015036,85.0,28.0,0.4583515696150075,0.30141437308868524,-15.236539066295137,0.0,0.0,85.0,24.0
semantic,200,LinUCB,4,86.0,11531.16964457405,7.978253979807316,51.30674361502053,144.04118073039947,69.0,22.0,0.4427171210772185,0.2812500000000002,-19.027096226792274,0.0,0.0,69.0,17.0
semantic,200,LinUCB,5,108.0,5547.4594447337095,2.8304496745881105,25.225967686234103,139.69269575114504,84.0,33.0,0.4597676439428112,0.30324074074074125,-13.755252145374406,0.0,0.0,84.0,24.0
